InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
579196,84559A,3D SHEET OF DOG STICKERS,1,28-11-2011 15:54,1.63,14096.0,United Kingdom
573367,23296,SET OF 6 TEA TIME BAKING CASES,16,30-10-2011 13:17,1.25,16145.0,United Kingdom
578147,21034,REX CASH+CARRY JUMBO SHOPPER,2,23-11-2011 11:09,0.95,12748.0,United Kingdom
580720,22296,HEART IVORY TRELLIS LARGE,2,05-12-2011 16:55,1.65,14629.0,United Kingdom
578463,23368,SET 12 COLOUR PENCILS DOLLY GIRL ,16,24-11-2011 12:30,0.65,12757.0,Portugal
561710,21034,REX CASH+CARRY JUMBO SHOPPER,1,29-07-2011 11:45,0.95,13827.0,United Kingdom
572521,22576,SWALLOW WOODEN CHRISTMAS DECORATION,12,24-10-2011 15:19,0.85,15844.0,United Kingdom
577536,22621,TRADITIONAL KNITTING NANCY,1,20-11-2011 14:14,1.65,15850.0,United Kingdom
561968,82483,WOOD 2 DRAWER CABINET WHITE FINISH,4,01-08-2011 13:29,6.95,16332.0,United Kingdom
563376,22551,PLASTERS IN TIN SPACEBOY,2,16-08-2011 10:36,1.65,15752.0,United Kingdom
538863,47591D,PINK FAIRY CAKE CHILDRENS APRON,2,14-12-2010 14:15,1.95,16919.0,United Kingdom
568098,22625,RED KITCHEN SCALES,2,23-09-2011 15:17,8.5,15762.0,United Kingdom
569556,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,10,05-10-2011 08:50,2.08,14936.0,Channel Islands
540986,22294,HEART FILIGREE DOVE  SMALL,24,12-01-2011 16:14,1.25,15291.0,United Kingdom
543770,20718,RED RETROSPOT SHOPPER BAG,10,11-02-2011 15:39,1.25,13875.0,United Kingdom
575127,23103,JINGLE BELL HEART DECORATION,24,08-11-2011 14:26,1.65,13695.0,United Kingdom
547488,85053,FRENCH ENAMEL CANDLEHOLDER,2,23-03-2011 11:30,2.1,13821.0,United Kingdom
552710,22714,CARD BIRTHDAY COWBOY,24,11-05-2011 07:35,0.42,13098.0,United Kingdom
549749,23207,LUNCH BAG ALPHABET DESIGN,10,12-04-2011 10:45,1.65,12928.0,United Kingdom
555819,22686,FRENCH BLUE METAL DOOR SIGN No,12,07-06-2011 12:00,1.25,15073.0,United Kingdom
571837,21915,RED  HARMONICA IN BOX ,1,19-10-2011 12:11,1.25,16470.0,United Kingdom
572328,23569,TRADTIONAL ALPHABET STAMP SET,12,24-10-2011 10:11,4.95,13104.0,United Kingdom
577545,22144,CHRISTMAS CRAFT LITTLE FRIENDS,3,20-11-2011 14:43,2.1,16931.0,United Kingdom
560185,21977,PACK OF 60 PINK PAISLEY CAKE CASES,48,15-07-2011 11:50,0.55,14676.0,United Kingdom
572880,23439,HAND WARMER RED LOVE HEART,1,26-10-2011 13:35,2.1,16415.0,United Kingdom
580527,21311,SET/4 BIRD MIRROR MAGNETS ,2,04-12-2011 15:19,0.29,13736.0,United Kingdom
573130,23570,TRADITIONAL PICK UP STICKS GAME ,12,27-10-2011 16:41,1.25,13969.0,United Kingdom
C576561,23089,GLASS BON BON JAR,-1,15-11-2011 13:22,1.65,15311.0,United Kingdom
556039,22469,HEART OF WICKER SMALL,40,08-06-2011 12:40,1.45,13001.0,United Kingdom
567341,23343,JUMBO BAG VINTAGE CHRISTMAS ,10,19-09-2011 15:04,2.08,14961.0,United Kingdom
540184,48194,DOORMAT HEARTS,2,05-01-2011 13:40,7.95,15266.0,United Kingdom
578534,23191,BUNDLE OF 3 RETRO NOTE BOOKS,5,24-11-2011 14:51,1.65,15725.0,United Kingdom
558814,20725,LUNCH BAG RED RETROSPOT,10,04-07-2011 11:47,1.65,14049.0,United Kingdom
542221,22384,LUNCH BAG PINK POLKADOT,1,26-01-2011 12:40,1.65,14978.0,United Kingdom
541699,35648,VINTAGE BEAD PINK PURSE ,48,21-01-2011 09:03,0.85,17744.0,United Kingdom
570252,21137,BLACK RECORD COVER FRAME,4,10-10-2011 09:14,3.75,14665.0,United Kingdom
566294,21107,CREAM SLICE FLANNEL PINK SPOT ,3,11-09-2011 15:41,2.95,15533.0,United Kingdom
557153,23229,VINTAGE DONKEY TAIL GAME ,2,17-06-2011 11:07,3.75,13735.0,United Kingdom
550440,23077,DOUGHNUT LIP GLOSS ,20,18-04-2011 12:25,1.25,12407.0,Belgium
538638,21817,GLITTER CHRISTMAS TREE,3,13-12-2010 14:16,0.85,17231.0,United Kingdom
552318,85049D,BRIGHT BLUES RIBBONS ,3,08-05-2011 16:13,1.25,17231.0,United Kingdom
560839,23199,JUMBO BAG APPLES,2,21-07-2011 12:23,2.08,14527.0,United Kingdom
567195,23150,IVORY SWEETHEART SOAP DISH,6,19-09-2011 09:30,2.49,17451.0,United Kingdom
574040,37475,SET/4 COLOURFUL MIXING BOWLS,1,02-11-2011 13:01,9.95,14974.0,United Kingdom
577258,22621,TRADITIONAL KNITTING NANCY,3,18-11-2011 12:27,1.65,16764.0,United Kingdom
544337,47590B,PINK HAPPY BIRTHDAY BUNTING,3,18-02-2011 08:34,5.45,13425.0,United Kingdom
548984,16237,SLEEPING CAT ERASERS,6,05-04-2011 12:37,0.21,14546.0,United Kingdom
539324,72818,CHRISTMAS DECOUPAGE CANDLE,1,16-12-2010 19:51,0.85,14985.0,United Kingdom
576626,23232,WRAP VINTAGE LEAF DESIGN,25,15-11-2011 17:26,0.42,12890.0,United Kingdom
563661,72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,12,18-08-2011 11:23,0.42,13048.0,United Kingdom
540458,22333,RETROSPOT PARTY BAG + STICKER SET,8,07-01-2011 12:28,1.65,12501.0,Germany
547005,16161U,WRAP SUKI AND FRIENDS,25,18-03-2011 14:20,0.42,12474.0,Germany
541569,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,36,19-01-2011 12:14,2.95,13520.0,Switzerland
555095,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,8,31-05-2011 13:32,9.95,12540.0,Spain
569246,20839,FRENCH PAISLEY CUSHION COVER ,1,03-10-2011 09:57,3.29,14096.0,United Kingdom
578623,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,12,24-11-2011 15:32,1.25,15953.0,United Kingdom
551702,20728,LUNCH BAG CARS BLUE,10,03-05-2011 14:16,1.65,13014.0,United Kingdom
567853,23239,SET OF 4 KNICK KNACK TINS POPPIES,6,22-09-2011 13:31,4.15,15484.0,United Kingdom
568346,15060B,FAIRY CAKE DESIGN UMBRELLA,2,26-09-2011 15:28,8.29,14096.0,United Kingdom
552978,20724,RED RETROSPOT CHARLOTTE BAG,100,12-05-2011 14:46,0.72,12590.0,Germany
549825,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,12-04-2011 12:47,0.95,12463.0,Belgium
569983,22296,HEART IVORY TRELLIS LARGE,2,06-10-2011 19:49,1.65,17231.0,United Kingdom
563614,20726,LUNCH BAG WOODLAND,100,18-08-2011 08:51,1.45,12415.0,Australia
560259,22491,PACK OF 12 COLOURED PENCILS,12,17-07-2011 13:29,0.85,13654.0,United Kingdom
544634,22431,WATERING CAN BLUE ELEPHANT,2,22-02-2011 11:02,1.95,17994.0,United Kingdom
572451,22676,FRENCH BLUE METAL DOOR SIGN 1,10,24-10-2011 12:36,1.25,12921.0,United Kingdom
556484,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,2,12-06-2011 13:17,2.95,16938.0,United Kingdom
559543,22563,HAPPY STENCIL CRAFT,1,10-07-2011 13:46,1.25,17126.0,United Kingdom
550899,22138,BAKING SET 9 PIECE RETROSPOT ,3,21-04-2011 12:07,4.95,13505.0,Switzerland
553527,21155,RED RETROSPOT PEG BAG,6,17-05-2011 14:57,2.55,15123.0,United Kingdom
569229,22470,HEART OF WICKER LARGE,4,02-10-2011 14:56,2.95,14502.0,United Kingdom
566010,23377,PACK OF 12 DOLLY GIRL TISSUES,36,08-09-2011 12:05,0.39,13700.0,United Kingdom
559921,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,2,13-07-2011 15:42,0.42,13667.0,United Kingdom
573300,22064,PINK DOUGHNUT TRINKET POT ,4,28-10-2011 16:10,1.65,16049.0,United Kingdom
568324,23296,SET OF 6 TEA TIME BAKING CASES,8,26-09-2011 13:48,1.25,16778.0,United Kingdom
580872,23379,PACK OF 12 RED APPLE TISSUES,2,06-12-2011 12:02,0.39,18283.0,United Kingdom
546556,23182,TOILET SIGN OCCUPIED OR VACANT,24,15-03-2011 09:32,0.83,16156.0,United Kingdom
566091,22983,CARD BILLBOARD FONT,24,09-09-2011 10:37,0.42,17870.0,United Kingdom
576383,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,18,15-11-2011 09:31,0.79,12883.0,United Kingdom
544931,48194,DOORMAT HEARTS,2,24-02-2011 18:59,7.95,13501.0,Switzerland
577691,48138,DOORMAT UNION FLAG,2,21-11-2011 11:34,8.25,14587.0,United Kingdom
569846,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,4,06-10-2011 13:42,3.75,13422.0,United Kingdom
542236,21943,CAKES AND RABBITS DESIGN FLANNEL ,1,26-01-2011 14:19,0.85,17027.0,United Kingdom
538508,21891,TRADITIONAL WOODEN SKIPPING ROPE,4,12-12-2010 13:32,1.25,15998.0,United Kingdom
573347,22633,HAND WARMER UNION JACK,2,30-10-2011 12:26,2.1,13137.0,United Kingdom
545705,22634,CHILDS BREAKFAST SET SPACEBOY ,2,07-03-2011 09:00,9.95,15554.0,United Kingdom
576246,23280,FOLDING BUTTERFLY MIRROR HOT PINK ,4,14-11-2011 13:42,0.83,17566.0,United Kingdom
539103,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,16-12-2010 10:38,2.95,16985.0,United Kingdom
538894,22630,DOLLY GIRL LUNCH BOX,2,14-12-2010 17:22,1.95,16161.0,United Kingdom
565421,22907,PACK OF 20 NAPKINS PANTRY DESIGN,1,04-09-2011 12:10,0.85,16744.0,United Kingdom
576784,21731,RED TOADSTOOL LED NIGHT LIGHT,1,16-11-2011 13:40,1.65,16204.0,United Kingdom
538951,21243,PINK  POLKADOT PLATE ,1,15-12-2010 11:26,1.69,16782.0,United Kingdom
565877,22832,BROCANTE SHELF WITH HOOKS,2,07-09-2011 15:13,10.75,15189.0,United Kingdom
536732,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,6,02-12-2010 12:47,3.75,15544.0,United Kingdom
545295,21244,BLUE POLKADOT PLATE ,20,01-03-2011 12:09,1.69,12709.0,Germany
561911,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,01-08-2011 10:26,0.85,12534.0,Germany
C579886,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,-3,30-11-2011 17:39,6.75,15676.0,United Kingdom
551268,47343A,FUSCHIA FLOWER PURSE WITH BEADS,3,27-04-2011 12:08,0.83,16965.0,United Kingdom
578211,23697,A PRETTY THANK YOU CARD,12,23-11-2011 11:47,0.42,12748.0,United Kingdom
580062,23319,BOX OF 6 MINI 50'S CRACKERS,3,01-12-2011 13:28,2.49,15862.0,United Kingdom
575985,21917,SET 12 KIDS  WHITE CHALK STICKS,1,13-11-2011 14:09,0.42,17841.0,United Kingdom
555109,21212,PACK OF 72 RETROSPOT CAKE CASES,1,31-05-2011 14:19,0.55,16023.0,United Kingdom
547372,79321,CHILLI LIGHTS,1,22-03-2011 13:46,5.75,16374.0,United Kingdom
578781,22971,QUEENS GUARD COFFEE MUG,4,25-11-2011 11:54,2.55,15872.0,United Kingdom
549577,21581,SKULLS  DESIGN  COTTON TOTE BAG,6,11-04-2011 08:16,2.25,14286.0,United Kingdom
573153,23293,SET OF 12 FAIRY CAKE BAKING CASES,72,28-10-2011 07:39,0.83,12678.0,France
566290,22383,LUNCH BAG SUKI DESIGN ,3,11-09-2011 15:24,1.65,14456.0,United Kingdom
550137,21563,RED HEART SHAPE LOVE BUCKET ,36,14-04-2011 13:59,2.95,12477.0,Germany
575587,21704,BAG 250g SWIRLY MARBLES,24,10-11-2011 12:01,0.85,17461.0,United Kingdom
577469,22555,PLASTERS IN TIN STRONGMAN,3,20-11-2011 11:25,1.65,15009.0,United Kingdom
538707,M,Manual,2,14-12-2010 10:38,0.21,17894.0,United Kingdom
545474,22849,BREAD BIN DINER STYLE MINT,2,03-03-2011 10:55,16.95,16709.0,United Kingdom
568325,21181,PLEASE ONE PERSON METAL SIGN,48,26-09-2011 13:57,1.85,14667.0,United Kingdom
578016,85014B,RED RETROSPOT UMBRELLA,1,22-11-2011 13:02,5.95,14506.0,United Kingdom
563183,82581,TOILET METAL SIGN,12,12-08-2011 14:47,0.55,14110.0,United Kingdom
578427,23429,RED RETRO KITCHEN WALL CLOCK,1,24-11-2011 12:11,8.15,15034.0,United Kingdom
565067,84569A,PACK 3 IRON ON DOG PATCHES,6,31-08-2011 17:16,1.25,15856.0,United Kingdom
556127,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,12,09-06-2011 10:23,4.15,12406.0,Denmark
558970,22047,EMPIRE GIFT WRAP,25,05-07-2011 11:10,0.42,18232.0,United Kingdom
579954,22232,JIGSAW TOADSTOOLS 3 PIECE,32,01-12-2011 11:10,0.59,16701.0,United Kingdom
576906,22959,WRAP CHRISTMAS VILLAGE,25,17-11-2011 09:33,0.42,18225.0,United Kingdom
541302,22262,FELT EGG COSY CHICKEN,12,17-01-2011 14:18,0.85,13769.0,United Kingdom
561051,23174,REGENCY SUGAR BOWL GREEN,12,24-07-2011 13:11,4.15,16684.0,United Kingdom
579940,23231,WRAP  VINTAGE DOILY ,25,01-12-2011 10:20,0.42,16938.0,United Kingdom
578488,22554,PLASTERS IN TIN WOODLAND ANIMALS,7,24-11-2011 12:53,1.65,12784.0,Portugal
554112,79191B,RETRO PLASTIC POLKA TRAY,2,22-05-2011 14:44,0.85,17611.0,United Kingdom
543548,22445,PENCIL CASE LIFE IS BEAUTIFUL,6,10-02-2011 09:21,2.95,13706.0,United Kingdom
551603,23075,PARLOUR CERAMIC WALL HOOK,6,03-05-2011 11:34,4.15,16745.0,United Kingdom
566580,23291,DOLLY GIRL CHILDRENS CUP,8,13-09-2011 13:46,1.25,12822.0,United Kingdom
536945,21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,6,03-12-2010 12:24,1.65,14083.0,United Kingdom
556468,22891,TEA FOR ONE POLKADOT,4,12-06-2011 11:26,4.25,14878.0,United Kingdom
570235,23393,HOME SWEET HOME CUSHION COVER ,1,09-10-2011 14:30,3.75,13193.0,United Kingdom
556926,22457,NATURAL SLATE HEART CHALKBOARD ,1,15-06-2011 14:26,2.95,16324.0,United Kingdom
C560395,22846,BREAD BIN DINER STYLE RED ,-2,18-07-2011 13:47,14.95,15125.0,United Kingdom
557291,82001S,VINYL RECORD FRAME SILVER,48,19-06-2011 13:01,3.39,18230.0,United Kingdom
572933,22630,DOLLY GIRL LUNCH BOX,12,27-10-2011 10:15,1.95,13458.0,United Kingdom
551996,21411,GINGHAM HEART  DOORSTOP RED,3,05-05-2011 15:44,4.25,16628.0,United Kingdom
551869,21745,GAOLERS KEYS DECORATIVE GARDEN ,12,04-05-2011 16:36,3.75,16767.0,United Kingdom
C569891,84609,TALL ROCOCO CANDLE HOLDER,-2,06-10-2011 15:46,8.5,13924.0,United Kingdom
559340,22692,DOORMAT WELCOME TO OUR HOME,4,07-07-2011 16:51,7.95,13699.0,United Kingdom
547687,22383,LUNCH BAG SUKI DESIGN ,10,24-03-2011 14:52,1.65,15078.0,United Kingdom
556776,22927,GREEN GIANT GARDEN THERMOMETER,2,14-06-2011 12:24,5.95,14730.0,United Kingdom
569917,23032,DRAWER KNOB CRACKLE GLAZE IVORY,6,06-10-2011 17:02,1.65,17453.0,United Kingdom
537241,22637,PIGGY BANK RETROSPOT ,8,06-12-2010 10:18,2.55,14293.0,United Kingdom
561897,84925F,PSYCHEDELIC WALL THERMOMETER,4,31-07-2011 15:24,0.79,17841.0,United Kingdom
567636,23358,HOT STUFF HOT WATER BOTTLE,6,21-09-2011 13:48,3.75,16358.0,United Kingdom
564660,23320,GIANT 50'S CHRISTMAS CRACKER,12,26-08-2011 14:45,2.89,15074.0,United Kingdom
547485,22553,PLASTERS IN TIN SKULLS,6,23-03-2011 11:16,1.65,17019.0,United Kingdom
537209,82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,1,05-12-2010 15:12,2.95,14606.0,United Kingdom
541225,47590B,PINK HAPPY BIRTHDAY BUNTING,1,14-01-2011 14:47,5.45,14099.0,United Kingdom
577317,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,4,18-11-2011 13:33,2.95,16426.0,United Kingdom
536762,21232,STRAWBERRY CERAMIC TRINKET BOX,12,02-12-2010 14:40,1.25,16186.0,United Kingdom
579167,23322,LARGE WHITE HEART OF WICKER,3,28-11-2011 14:06,2.95,16800.0,United Kingdom
578814,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,4,25-11-2011 13:40,0.29,12748.0,United Kingdom
569326,22539,MINI JIGSAW DOLLY GIRL,24,03-10-2011 12:47,0.42,14360.0,United Kingdom
C545438,22697,GREEN REGENCY TEACUP AND SAUCER,-1,02-03-2011 15:54,2.95,14231.0,United Kingdom
540839,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,11-01-2011 15:42,2.95,16791.0,United Kingdom
554348,22913,RED COAT RACK PARIS FASHION,3,24-05-2011 08:49,4.95,13523.0,United Kingdom
544657,22302,COFFEE MUG PEARS  DESIGN,18,22-02-2011 13:08,2.55,14895.0,United Kingdom
559909,20754,RETROSPOT RED WASHING UP GLOVES,6,13-07-2011 14:28,2.1,18245.0,United Kingdom
C564488,23087,ZINC  HEART T-LIGHT HOLDER,-15,25-08-2011 14:12,1.25,16859.0,United Kingdom
542107,21717,EASTER TIN BUCKET,2,25-01-2011 13:38,2.55,16222.0,United Kingdom
C546327,M,Manual,-1,11-03-2011 10:18,1687.17,14911.0,EIRE
C541586,21218,RED SPOTTY BISCUIT TIN,-3,19-01-2011 14:36,3.75,12383.0,Belgium
542506,20728,LUNCH BAG CARS BLUE,10,28-01-2011 12:06,1.65,16523.0,United Kingdom
574481,22333,RETROSPOT PARTY BAG + STICKER SET,6,04-11-2011 12:45,1.65,18022.0,United Kingdom
574506,22197,POPCORN HOLDER,2,04-11-2011 13:24,0.85,12577.0,France
550124,21390,FILIGRIS HEART WITH BUTTERFLY,24,14-04-2011 12:41,1.25,12853.0,United Kingdom
556021,85099B,JUMBO BAG RED RETROSPOT,30,08-06-2011 12:03,2.08,12921.0,United Kingdom
578548,23500,KEY RING BASEBALL BOOT ASSORTED ,1,24-11-2011 15:02,1.25,17345.0,United Kingdom
552270,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,6,08-05-2011 11:56,1.25,16928.0,United Kingdom
550251,22564,ALPHABET STENCIL CRAFT,12,15-04-2011 11:44,1.25,14323.0,United Kingdom
564725,35970,ZINC FOLKART SLEIGH BELLS,1,28-08-2011 12:28,1.69,18041.0,United Kingdom
544195,22174,PHOTO CUBE,12,17-02-2011 08:58,1.65,13305.0,United Kingdom
576376,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,15-11-2011 09:11,0.29,16341.0,United Kingdom
558767,22794,SWEETHEART WIRE MAGAZINE RACK,2,03-07-2011 13:27,7.95,13833.0,United Kingdom
575871,21470,FLOWER VINE RAFFIA FOOD COVER,6,11-11-2011 12:52,3.75,14911.0,EIRE
559144,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,06-07-2011 14:17,2.95,12921.0,United Kingdom
568059,21232,STRAWBERRY CERAMIC TRINKET BOX,4,23-09-2011 12:58,1.25,13097.0,United Kingdom
569728,21733,RED HANGING HEART T-LIGHT HOLDER,6,06-10-2011 09:38,2.95,15416.0,United Kingdom
577770,23351,ROLL WRAP 50'S CHRISTMAS,12,21-11-2011 15:33,1.25,13282.0,United Kingdom
538196,22558,CLOTHES PEGS RETROSPOT PACK 24 ,24,10-12-2010 10:56,1.49,12731.0,France
567184,22573,STAR WOODEN CHRISTMAS DECORATION,4,18-09-2011 15:41,0.85,16033.0,United Kingdom
551014,22367,CHILDRENS APRON SPACEBOY DESIGN,8,26-04-2011 11:04,1.95,13209.0,United Kingdom
563924,21172,PARTY METAL SIGN ,1,21-08-2011 14:32,1.45,15984.0,United Kingdom
570455,21809,CHRISTMAS HANGING TREE WITH BELL,2,10-10-2011 15:27,0.39,14529.0,United Kingdom
564724,21504,SKULLS GREETING CARD,12,28-08-2011 12:16,0.42,15555.0,United Kingdom
570116,21218,RED SPOTTY BISCUIT TIN,1,07-10-2011 12:38,3.75,12856.0,United Kingdom
C579913,71477,COLOURED GLASS STAR T-LIGHT HOLDER,-1,01-12-2011 08:55,3.95,14626.0,United Kingdom
562031,21169,YOU'RE CONFUSING ME METAL SIGN ,72,01-08-2011 17:37,1.45,16984.0,United Kingdom
568236,23377,PACK OF 12 DOLLY GIRL TISSUES,24,26-09-2011 11:49,0.39,12820.0,United Kingdom
574959,23174,REGENCY SUGAR BOWL GREEN,2,08-11-2011 10:09,4.15,17886.0,United Kingdom
569900,22382,LUNCH BAG SPACEBOY DESIGN ,10,06-10-2011 16:17,1.65,17651.0,United Kingdom
573892,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,01-11-2011 13:57,0.85,14911.0,EIRE
560422,23209,LUNCH BAG DOILEY PATTERN ,10,18-07-2011 15:14,1.65,16746.0,United Kingdom
570677,22630,DOLLY GIRL LUNCH BOX,2,11-10-2011 15:10,1.95,12836.0,United Kingdom
569205,23400,SHELF WITH 4 HOOKS HOME SWEET HOME,4,02-10-2011 10:55,6.25,16923.0,United Kingdom
547366,22639,SET OF 4 NAPKIN CHARMS HEARTS,6,22-03-2011 13:02,2.55,12831.0,United Kingdom
549998,22244,3 HOOK HANGER MAGIC GARDEN,12,14-04-2011 08:49,1.95,17675.0,United Kingdom
537668,22867,HAND WARMER BIRD DESIGN,12,08-12-2010 08:43,2.1,14821.0,United Kingdom
578233,23128,FELTCRAFT BOY JEAN-PAUL KIT,3,23-11-2011 12:20,4.95,14049.0,United Kingdom
540260,22848,BREAD BIN DINER STYLE PINK,2,06-01-2011 09:40,16.95,13097.0,United Kingdom
580721,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,10,05-12-2011 16:57,0.79,15274.0,United Kingdom
548404,22084,PAPER CHAIN KIT EMPIRE,6,31-03-2011 09:38,2.95,16398.0,United Kingdom
569524,23247,BISCUIT TIN 50'S CHRISTMAS,1,04-10-2011 14:42,2.89,14506.0,United Kingdom
544460,22991,GIRAFFE WOODEN RULER,6,20-02-2011 14:01,1.95,16931.0,United Kingdom
566442,22398,MAGNETS PACK OF 4 SWALLOWS,12,12-09-2011 15:29,0.39,14732.0,United Kingdom
541213,22028,PENNY FARTHING BIRTHDAY CARD,12,14-01-2011 13:28,0.42,15033.0,United Kingdom
549583,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,11-04-2011 09:46,2.95,15214.0,United Kingdom
540545,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,31,09-01-2011 15:35,0.85,13451.0,United Kingdom
564489,20750,RED RETROSPOT MINI CASES,3,25-08-2011 14:13,7.95,15950.0,United Kingdom
543096,21209,MULTICOLOUR HONEYCOMB FAN,2,03-02-2011 11:39,1.65,14044.0,United Kingdom
576686,21915,RED  HARMONICA IN BOX ,1,16-11-2011 12:08,1.25,16916.0,United Kingdom
555835,21121,SET/10 RED POLKADOT PARTY CANDLES,1,07-06-2011 12:34,1.25,14525.0,United Kingdom
542237,84558A,3D DOG PICTURE PLAYING CARDS,12,26-01-2011 14:30,2.95,12347.0,Iceland
575039,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2,08-11-2011 11:53,2.95,15005.0,United Kingdom
558993,23315,IVORY REFECTORY CLOCK,1,05-07-2011 11:49,9.95,16729.0,United Kingdom
549746,22894,TABLECLOTH RED APPLES DESIGN ,6,12-04-2011 10:38,9.95,15251.0,United Kingdom
558053,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,24-06-2011 14:33,1.65,15027.0,United Kingdom
571745,23283,DOORMAT VINTAGE LEAF,2,19-10-2011 10:48,8.25,14911.0,EIRE
539009,90136,PALE PINK/AMETHYST STONE NECKLACE,1,15-12-2010 13:24,9.95,13221.0,United Kingdom
554135,15036,ASSORTED COLOURS SILK FAN,24,23-05-2011 09:58,0.83,12877.0,United Kingdom
568376,15056BL,EDWARDIAN PARASOL BLACK,24,26-09-2011 17:20,5.95,14031.0,United Kingdom
562853,22046,TEA PARTY  WRAPPING PAPER ,25,10-08-2011 10:15,0.42,13919.0,Denmark
560483,21790,VINTAGE SNAP CARDS,24,19-07-2011 10:49,0.85,12955.0,United Kingdom
566018,21669,BLUE STRIPE CERAMIC DRAWER KNOB,2,08-09-2011 12:42,1.45,13137.0,United Kingdom
554994,21307,SET/4 BUTTERFLY MIRROR MAGNETS,1,29-05-2011 14:18,2.1,14606.0,United Kingdom
577506,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,1,20-11-2011 12:40,1.25,13212.0,United Kingdom
568650,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,6,28-09-2011 11:56,2.95,13505.0,Switzerland
550522,21508,VINTAGE KID DOLLY CARD ,12,19-04-2011 10:04,0.42,12947.0,United Kingdom
549206,22499,WOODEN UNION JACK BUNTING,6,07-04-2011 10:38,5.95,15281.0,United Kingdom
545018,22457,NATURAL SLATE HEART CHALKBOARD ,6,25-02-2011 13:53,2.95,14481.0,United Kingdom
565331,22429,ENAMEL MEASURING JUG CREAM,1,02-09-2011 13:59,4.25,16674.0,United Kingdom
564727,23015,CORDIAL GLASS JUG,1,28-08-2011 12:31,8.25,16686.0,United Kingdom
580309,22605,WOODEN CROQUET GARDEN SET,4,02-12-2011 14:46,12.75,14503.0,United Kingdom
544077,21389,IVORY HANGING DECORATION  BIRD,6,15-02-2011 15:04,0.85,14825.0,United Kingdom
550493,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,2,18-04-2011 14:50,1.65,15311.0,United Kingdom
562716,22379,RECYCLING BAG RETROSPOT ,10,08-08-2011 15:35,2.1,14257.0,United Kingdom
550521,21975,PACK OF 60 DINOSAUR CAKE CASES,24,19-04-2011 09:49,0.55,13647.0,United Kingdom
565795,20979,36 PENCILS TUBE RED RETROSPOT,16,07-09-2011 09:57,1.25,17481.0,United Kingdom
556484,22391,PAPERWEIGHT HOME SWEET HOME,1,12-06-2011 13:17,2.55,16938.0,United Kingdom
539322,21181,PLEASE ONE PERSON METAL SIGN,2,16-12-2010 19:22,2.1,14713.0,United Kingdom
544690,22842,BISCUIT TIN VINTAGE RED,12,23-02-2011 08:48,5.95,14156.0,EIRE
559804,22781,GUMBALL MAGAZINE RACK,2,12-07-2011 14:17,7.65,17405.0,United Kingdom
578113,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,48,23-11-2011 09:35,0.55,14560.0,United Kingdom
545908,20685,DOORMAT RED RETROSPOT,2,08-03-2011 09:26,7.95,14709.0,United Kingdom
541485,21166,COOK WITH WINE METAL SIGN ,1,18-01-2011 13:05,1.95,18118.0,United Kingdom
552326,21539,RED RETROSPOT BUTTER DISH,6,09-05-2011 10:02,4.95,15596.0,United Kingdom
548461,21485,RETROSPOT HEART HOT WATER BOTTLE,1,31-03-2011 12:08,4.95,14527.0,United Kingdom
571069,23211,RED ROCKING HORSE HAND PAINTED,6,13-10-2011 15:15,1.25,13668.0,United Kingdom
574721,21014,SWISS CHALET TREE DECORATION ,7,06-11-2011 14:43,0.29,17920.0,United Kingdom
555368,84987,SET OF 36 TEATIME PAPER DOILIES,12,02-06-2011 14:30,1.45,13437.0,United Kingdom
